# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1274
#@/user_id	e56f9083-50b5-461e-8d0a-678f2b113e81
a 	啊	c=1 d=0.00918669 t=1274
zhe xue qi 	這學期	c=1 d=0.120633 t=1274
zhe yang 	這樣	c=2 d=1.98511 t=1272
zhen de 	真的	c=1 d=1 t=1273
zheng 	正	c=1 d=0.447088 t=1274
zheng 	證	c=1 d=0.843665 t=1274
zheng ming 	證明	c=8 d=0.794915 t=1274
zheng shu 	整數	c=1 d=0.489192 t=1274
zheng zheng shu 	正整數	c=6 d=1.95107 t=1274
zhi 	之	c=1 d=0.0134335 t=1274
zhi 	只	c=2 d=0.420836 t=1274
zhi 	志	c=1 d=0.23457 t=1274
zhi dian 	指點	c=1 d=0.151829 t=1274
zhi huan qun 	置換羣	c=1 d=0.786628 t=1274
zhi jie 	直接	c=1 d=0.0934807 t=1274
zhi shu 	指數	c=2 d=0.274062 t=1274
zhi zao 	製造	c=1 d=0.182684 t=1274
zhong 	中	c=13 d=3.33197 t=1274
zhong 	種	c=6 d=2.86652 t=1274
zhong cun 	中村	c=1 d=0.22313 t=1274
zhong guo 	中國	c=2 d=0.375501 t=1274
zhong ke yuan 	中科院	c=1 d=0.99005 t=1274
zhong wen 	中文	c=1 d=0.946485 t=1274
zhu ti 	主題	c=1 d=0.937067 t=1274
zhu ye 	主頁	c=1 d=0.128093 t=1274
zhu yi 	注意	c=2 d=0.690305 t=1274
zhuang 	裝	c=1 d=0.425283 t=1274
zhuang tai 	狀態	c=1 d=0.2784 t=1274
zhuang tai ji 	狀態集	c=1 d=0.244143 t=1274
zhun bei 	準備	c=1 d=0.318224 t=1274
zi 	子	c=0 d=0.00305009 t=1274
zi cong 	自從	c=1 d=0.0366992 t=1274
zi ji 	子集	c=6 d=3.52081 t=1274
zi kong jian 	子空間	c=1 d=0.687289 t=1274
zi liao 	資料	c=1 d=0.12938 t=1274
zi lie 	子列	c=1 d=0.588605 t=1274
zi mu 	字母	c=1 d=0.637628 t=1274
zi qi pan 	子棋盤	c=1 d=0.0306538 t=1274
zi ran 	自然	c=1 d=0.0098528 t=1274
zi ran shu 	自然數	c=2 d=0.0227919 t=1274
zi xing 	自行	c=1 d=0.0492917 t=1274
zu he 	組合	c=10 d=2.84088 t=1274
zui da 	最大	c=1 d=0.235746 t=1274
zui jin 	最近	c=2 d=0.184904 t=1274
zui xiao 	最小	c=1 d=0.255825 t=1274
zui xiao ju li 	最小距離	c=1 d=0.225373 t=1274
zuo 	做	c=3 d=0.322399 t=1274
